codingre,descrip,familia,unidad,empaque,equivale,inventa1,stockmax,stockmin,ultcosto,costoprome,impuesto,pedido,status
"0129","clavo de olor","ESPEC","GR","",1000.00,0.00,10.00,0.00,114.95,114.95,0.00,0.000,""
"0130","tomillo","ESPEC","GR","",1000.00,0.00,10.00,0.00,86.80,86.80,0.00,0.000,""
"0131","hoja de aguacate","ESPEC","GR","",1000.00,0.00,10.00,0.00,39.00,39.00,0.00,0.000,""
"0132","comino","ESPEC","GR","",1000.00,0.00,10.00,0.00,70.76,70.76,0.00,0.000,""
"0133","nuez quebrada","ESPEC","GR","",1000.00,0.00,10.00,0.00,280.00,280.00,0.00,0.000,""
"0134","pimienta blanca mol","ESPEC","GR","",1000.00,0.00,10.00,0.00,362.50,362.50,0.00,0.000,""
"0135","romero","ESPEC","GR","",1000.00,0.00,10.00,0.00,24.11,24.11,0.00,0.000,""
"0136","pimienta negra moli","ESPEC","GR","",1000.00,0.00,10.00,0.00,276.00,276.00,0.00,0.000,""
"0137","pimienta limon","ESPEC","GR","",1000.00,0.00,10.00,0.00,315.31,315.31,0.00,0.000,""
"0138","laurel","ESPEC","GR","",1000.00,0.00,10.00,0.00,43.75,43.75,0.00,0.000,""
"0139","pepita de calabaza","ESPEC","GR","",1000.00,0.00,10.00,0.00,72.50,72.50,0.00,0.000,""
"0140","oregano seco","ESPEC","GR","",1000.00,0.00,10.00,0.00,35.00,35.00,0.00,0.000,""
"0141","pimienta negra ente","ESPEC","GR","",1000.00,0.00,10.00,0.00,528.59,528.59,0.00,0.000,""
"0142","fresa","FRUTA","GR","",1000.00,0.00,10.00,0.00,143.00,143.00,0.00,0.000,""
"0143","chile morita","FRUTA","GR","",1000.00,0.00,10.00,0.00,116.03,116.03,0.00,0.000,""
"0144","apio","FRUTA","GR","",1000.00,0.00,10.00,0.00,35.75,35.75,0.00,0.000,""
"0145","chile caribe밢","FRUTA","GR","",1000.00,0.00,10.00,0.00,45.05,45.05,0.00,0.000,""
"0146","zarzamora","FRUTA","GR","",1000.00,0.00,10.00,0.00,210.30,210.30,0.00,0.000,""
"0147","papa alpha","FRUTA","GR","",1000.00,0.00,10.00,0.00,39.00,39.00,0.00,0.000,""
"0148","chile guajillo","FRUTA","GR","",1000.00,0.00,10.00,0.00,133.77,133.77,0.00,0.000,""
"0149","tomate verde","FRUTA","GR","",1000.00,0.00,10.00,0.00,51.75,51.75,0.00,0.000,""
"0150","huitlacoche","FRUTA","GR","",1000.00,0.00,10.00,0.00,50.05,50.05,0.00,0.000,""
"0151","limon semilla","FRUTA","GR","",1000.00,0.00,10.00,0.00,32.28,32.28,0.00,0.000,""
"0152","chile mulato","FRUTA","GR","",1000.00,0.00,10.00,0.00,128.63,128.63,0.00,0.000,""
"0153","cebolla cambray bla","FRUTA","GR","",1000.00,0.00,10.00,0.00,30.42,30.42,0.00,0.000,""
"0154","chile chiltepin","FRUTA","GR","",1000.00,0.00,10.00,0.00,568.31,568.31,0.00,0.000,""
"0155","lechuga orejona","FRUTA","GR","",1000.00,0.00,10.00,0.00,24.38,24.38,0.00,0.000,""
"0156","chile arbol seco","FRUTA","GR","",1000.00,0.00,10.00,0.00,150.94,150.94,0.00,0.000,""
"0157","flores comestibles pz","FRUTA","GR","",1000.00,0.00,10.00,0.00,3.25,3.25,0.00,0.000,""
"0158","chile jalape밢","FRUTA","GR","",1000.00,0.00,10.00,0.00,25.03,25.03,0.00,0.000,""
"0159","frambuesa","FRUTA","GR","",1000.00,0.00,10.00,0.00,200.74,200.74,0.00,0.000,""
"0160","chile ancho","FRUTA","GR","",1000.00,0.00,10.00,0.00,125.73,125.73,0.00,0.000,""
"0161","cebollin","FRUTA","GR","",1000.00,0.00,10.00,0.00,60.00,60.00,0.00,0.000,""
"0162","chile anaheim","FRUTA","GR","",1000.00,0.00,10.00,0.00,93.50,93.50,0.00,0.000,""
"0163","chile cascabel","FRUTA","GR","",1000.00,0.00,10.00,0.00,150.94,150.94,0.00,0.000,""
"0164","chile tampico","FRUTA","GR","",1000.00,0.00,10.00,0.00,31.50,31.50,0.00,0.000,""
"0165","coco natural","FRUTA","GR","",1000.00,0.00,10.00,0.00,60.00,60.00,0.00,0.000,""
"0166","hoja santa","FRUTA","GR","",1000.00,0.00,10.00,0.00,39.00,39.00,0.00,0.000,""
"0167","jicama","FRUTA","GR","",1000.00,0.00,10.00,0.00,9.35,9.35,0.00,0.000,""
"0168","pera","FRUTA","GR","",1000.00,0.00,10.00,0.00,52.50,52.50,0.00,0.000,""
"0169","pulpa de maracuya","FRUTA","GR","",1000.00,0.00,10.00,0.00,68.25,68.25,0.00,0.000,""
"0170","papa saratoga","FRUTA","GG","",1000.00,0.00,10.00,0.00,113.30,113.30,0.00,0.000,""
"0171","uva","FRUTA","GR","",1000.00,0.00,10.00,0.00,88.73,88.73,0.00,0.000,""
"0172","platano macho","FRUTA","GR","",1000.00,0.00,10.00,0.00,21.06,21.06,0.00,0.000,""
"0173","aguacate","FRUTA","GR","",1000.00,0.00,10.00,0.00,58.50,58.50,0.00,0.000,""
"0174","jengibre","FRUTA","GR","",1000.00,0.00,10.00,0.00,18.75,18.75,0.00,0.000,""
"0175","jitomate bola","FRUTA","GR","",1000.00,0.00,10.00,0.00,18.89,18.89,0.00,0.000,""
"0176","naranja","FRUTA","GR","",1000.00,0.00,10.00,0.00,8.13,8.13,0.00,0.000,""
"0177","jitomate saladete","FRUTA","GR","",1000.00,0.00,10.00,0.00,15.60,15.60,0.00,0.000,""
"0178","lechuga sangria","FRUTA","GR","",1000.00,0.00,10.00,0.00,17.16,17.16,0.00,0.000,""
"0179","lemongrass","FRUTA","GR","",1000.00,0.00,10.00,0.00,40.00,40.00,0.00,0.000,""
"0180","mango ataulfo","FRUTA","GR","",1000.00,0.00,10.00,0.00,52.10,52.10,0.00,0.000,""
"0181","chile manzano amari","FRUTA","GR","",1000.00,0.00,10.00,0.00,52.50,52.50,0.00,0.000,""
"0182","pimiento morron rojo","FRUTA","GR","",1000.00,0.00,10.00,0.00,47.32,47.32,0.00,0.000,""
"0183","cebolla morada","FRUTA","GR","",1000.00,0.00,10.00,0.00,14.30,14.30,0.00,0.000,""
"0184","nopal","FRUTA","GR","",1000.00,0.00,10.00,0.00,1.30,1.30,0.00,0.000,""
"0185","papa cambray","FRUTA","GR","",1000.00,0.00,10.00,0.00,32.50,32.50,0.00,0.000,""
"0186","pera lechera","FRUTA","GR","",1000.00,0.00,10.00,0.00,33.00,33.00,0.00,0.000,""
"0187","champinon","FRUTA","GR","",1000.00,0.00,10.00,0.00,90.81,90.81,0.00,0.000,""
"0188","limon sin semilla","FRUTA","GR","",1000.00,0.00,10.00,0.00,7.50,7.50,0.00,0.000,""
"0189","chile relleno","FRUTA","GR","",1000.00,0.00,10.00,0.00,35.00,35.00,0.00,0.000,""
"0190","zanahoria","FRUTA","GR","",1000.00,0.00,10.00,0.00,13.52,13.52,0.00,0.000,""
"0191","cebolla blanca","FRUTA","GR","",1000.00,0.00,10.00,0.00,8.58,8.58,0.00,0.000,""
"0192","pepino","FRUTA","GR","",1000.00,0.00,10.00,0.00,16.50,16.50,0.00,0.000,""
"0193","ajonjoli blanco","FRUTA","GR","",1000.00,0.00,10.00,0.00,71.50,71.50,0.00,0.000,""
"0194","manzana verde","FRUTA","GR","",1000.00,0.00,10.00,0.00,67.60,67.60,0.00,0.000,""
"0195","menta","FRUTA","GR","",1000.00,0.00,10.00,0.00,67.60,67.60,0.00,0.000,""
"0196","rabano grande","FRUTA","GR","",1000.00,0.00,10.00,0.00,13.00,13.00,0.00,0.000,""
"0197","chile chipotle seco","FRUTA","GR","",1000.00,0.00,10.00,0.00,208.69,208.69,0.00,0.000,""
"0198","cilantro recio","FRUTA","GR","",1000.00,0.00,10.00,0.00,33.80,33.80,0.00,0.000,""
"0199","lechuga romana","FRUTA","GR","",1000.00,0.00,10.00,0.00,16.25,16.25,0.00,0.000,""
"0200","cilantro","FRUTA","GG","",1000.00,0.00,10.00,0.00,20.28,20.28,0.00,0.000,""
"0201","chile pasilla","FRUTA","GR","",1000.00,0.00,10.00,0.00,132.99,132.99,0.00,0.000,""
"0202","ajo blanco","FRUTA","GR","",1000.00,0.00,10.00,0.00,71.50,71.50,0.00,0.000,""
"0203","chile habanero","FRUTA","GR","",1000.00,0.00,10.00,0.00,39.38,39.38,0.00,0.000,""
"0204","sandia","FRUTA","GR","",1000.00,0.00,10.00,0.00,24.11,24.11,0.00,0.000,""
"0205","ajonjoli negro","FRUTA","GR","",1000.00,0.00,10.00,0.00,55.00,55.00,0.00,0.000,""
"0206","perejil liso","FRUTA","GR","",1000.00,0.00,10.00,0.00,16.90,16.90,0.00,0.000,""
"0207","espinaca","FRUTA","GR","",1000.00,0.00,10.00,0.00,38.50,38.50,0.00,0.000,""
"0208","epazote verde","FRUTA","GR","",1000.00,0.00,10.00,0.00,20.28,20.28,0.00,0.000,""
"0209","flor de calabaza","FRUTA","GR","",1000.00,0.00,10.00,0.00,69.68,69.68,0.00,0.000,""
"0210","chile poblano","FRUTA","GR","",1000.00,0.00,10.00,0.00,24.96,24.96,0.00,0.000,""
"0211","chicharo japones","FRUTA","GR","",1000.00,0.00,10.00,0.00,50.05,50.05,0.00,0.000,""
"0212","pasas","FRUTA","GR","",1000.00,0.00,10.00,0.00,57.33,57.33,0.00,0.000,""
"0213","pimiento morron verde","FRUTA","GR","",1000.00,0.00,10.00,0.00,47.32,47.32,0.00,0.000,""
"0214","pera panochera","FRUTA","GR","",1000.00,0.00,10.00,0.00,15.00,15.00,0.00,0.000,""
"0215","jitomate cherry rojo","FRUTA","GR","",1000.00,0.00,10.00,0.00,50.56,50.56,0.00,0.000,""
"0216","pi바","FRUTA","GR","",1000.00,0.00,10.00,0.00,15.61,15.61,0.00,0.000,""
"0217","piloncillo","FRUTA","GR","",1000.00,0.00,10.00,0.00,31.63,31.63,0.00,0.000,""
"0218","chile serrano verde","FRUTA","GR","",1000.00,0.00,10.00,0.00,14.30,14.30,0.00,0.000,""
"0219","flores comestibles","FRUTA","GR","",1000.00,0.00,10.00,0.00,130.00,130.00,0.00,0.000,""
"GIB2","BEEFFATER 24","GINEB","ML","",750.00,0.00,10.00,0.00,473.28,463.65,16.00,0.000,""
"GIBE","BEEFEATER GIN. 750 ML.","GINEB","ML","",750.00,0.00,10.00,0.00,300.86,300.86,16.00,0.000,""
"GIBM","BOODLES MULBERRY","GINEB","ML","",750.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"GIBO","BOMBAY SAPPHIRE","GINEB","ML","",750.00,0.00,10.00,0.00,306.03,306.04,16.00,0.000,""
"GIBT","BOTANICA PREMIUM","GINEB","ML","",700.00,0.00,10.00,0.00,567.24,545.17,16.00,0.000,""
"GIBU","BULLDOG","GINEB","ML","",750.00,0.00,10.00,0.00,387.07,385.13,16.00,0.000,""
"GICT","CITADELLE","GINEB","ML","",750.00,0.00,10.00,0.00,1.00,0.00,16.00,0.000,""
"GIHE","HENDRICKS","GINEB","ML","",750.00,0.00,10.00,0.00,493.97,493.97,16.00,0.000,""
"GIL1","LONDON # 1","GINEB","ML","",750.00,0.00,10.00,0.00,542.24,540.86,16.00,0.000,""
"GILD","LONDON DRY BOODLES","GINEB","ML","",750.00,0.00,10.00,0.00,325.00,244.00,16.00,0.000,""
"GIM7","MONKEY 47","GINEB","ML","",500.00,0.00,10.00,0.00,1181.03,1045.93,16.00,0.000,""
"GIMA","MARE GIN","GINEB","ML","",700.00,0.00,10.00,0.00,516.38,502.78,16.00,0.000,""
"GIMM","MARTIN MILLERS","GINEB","ML","",700.00,0.00,10.00,0.00,550.86,275.93,16.00,0.000,""
"GIMO","MOM GINEBRA","GINEB","ML","",700.00,0.00,10.00,0.00,381.03,381.03,16.00,0.000,""
"GION","OSO NEGRO GIN","GINEB","ML","",1000.00,0.00,10.00,0.00,60.00,57.64,0.00,0.000,""
"GIPA","PRINCIPE DE LOS APOSTOLES","GINEB","ML","",700.00,0.00,10.00,0.00,1.00,0.00,16.00,0.000,""
"GITA","TANQUERAY GIN","GINEB","ML","",750.00,0.00,10.00,0.00,254.31,254.31,16.00,0.000,""
"GITT","TANQUERAY TEN","GINEB","ML","",750.00,0.00,10.00,0.00,465.52,465.52,16.00,0.000,""
"HIEL","HIELO","HIELO","PZ","",1000.00,0.00,10.00,0.00,33.50,33.50,0.00,0.000,""
"JEDS","DRY SACK","JEREZ","ML","",750.00,0.00,10.00,0.00,237.07,118.54,0.00,0.000,""
"JELI","LA INA 750 ML","JEREZ","ML","",750.00,0.00,10.00,0.00,194.18,0.00,0.00,0.000,""
"JEOP","OPORTO FERREIRA","JEREZ","ML","",750.00,0.00,10.00,0.00,320.00,160.00,0.00,0.000,""
"JEOT","OPORTO FERREIRA TAWNY","JEREZ","ML","",750.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"JEPO","POCHOLA","JEREZ","ML","",750.00,0.00,10.00,0.00,83.40,0.00,0.00,0.000,""
"JETP","TIO PEPE","JEREZ","ML","",750.00,0.00,10.00,0.00,229.31,114.66,16.00,0.000,""
"0220","queso ricotta","LACTE","GR","",1000.00,0.00,10.00,0.00,132.30,132.30,0.00,0.000,""
"0221","queso de cabra","LACTE","GR","",1000.00,0.00,10.00,0.00,242.50,242.50,0.00,0.000,""
"0222","queso crema","LACTE","GR","",1000.00,0.00,10.00,0.00,130.39,130.39,0.00,0.000,""
"0223","mantequilla","LACTE","GR","",1000.00,0.00,10.00,0.00,174.20,174.20,0.00,0.000,""
"0224","jocoque","LACTE","GR","",1000.00,0.00,10.00,0.00,139.50,139.50,0.00,0.000,""
"0225","queso cotija","LACTE","GR","",1000.00,0.00,10.00,0.00,84.92,84.92,0.00,0.000,""
"0226","queso gouda","LACTE","GR","",1000.00,0.00,10.00,0.00,115.75,115.75,0.00,0.000,""
"0227","queso manchego","LACTE","GR","",1000.00,0.00,10.00,0.00,126.75,126.75,0.00,0.000,""
"0228","queso parmesano","LACTE","GR","",1000.00,0.00,10.00,0.00,210.00,210.00,0.00,0.000,""
"0229","queso provolone","LACTE","GR","",1000.00,0.00,10.00,0.00,162.50,162.50,0.00,0.000,""
"0230","yogurth natural","LACTE","GR","",1000.00,0.00,10.00,0.00,36.75,36.75,0.00,0.000,""
"0231","queso amarillo","LACTE","GR","",1000.00,0.00,10.00,0.00,0.76,0.76,0.00,0.000,""
"0232","queso oaxaca","LACTE","GR","",1000.00,0.00,10.00,0.00,84.50,84.50,0.00,0.000,""
"0233","crema natural","LACTE","GR","",1000.00,0.00,10.00,0.00,52.80,52.80,0.00,0.000,""
"0234","crema para batir","LACTE","GR","",1000.00,0.00,10.00,0.00,59.18,59.18,0.00,0.000,""
"0235","queso panela","LACTE","GR","",1000.00,0.00,10.00,0.00,75.00,75.00,0.00,0.000,""
"0236","queso mascarpone","LACTE","GR","",1000.00,0.00,10.00,0.00,259.85,259.85,0.00,0.000,""
"JAGR","JARABE GRANADINA","LICOR","ML","",1000.00,0.00,10.00,0.00,33.62,33.62,16.00,0.000,""
"JANA","JARABE NATURAL","LICOR","ML","",1000.00,0.00,10.00,0.00,33.62,33.62,16.00,0.000,""
"LI43","LICOR 43","LICOR","ML","",750.00,0.00,10.00,0.00,325.86,325.86,16.00,0.000,""
"LI4O","LICOR 43 OROCHATA","LICOR","ML","",750.00,0.00,10.00,0.00,316.94,242.13,16.00,0.000,""
"LIAA","AMARGO ANGOSTURA 1L","LICOR","ML","",1000.00,0.00,10.00,0.00,23.70,0.00,0.00,0.000,""
"LIAB","ABSINTH","LICOR","ML","",750.00,0.00,10.00,0.00,512.07,256.04,16.00,0.000,""
"LIAC","LAS CADENAS 1L","LICOR","ML","",1000.00,0.00,10.00,0.00,275.86,200.40,16.00,0.000,""
"LIAD","AMARETTO DISARONO 700 ML","LICOR","ML","",700.00,0.00,10.00,0.00,287.93,266.39,16.00,0.000,""
"LIAM","DEL MONO DULCE 750 ML","LICOR","ML","",750.00,0.00,10.00,0.00,206.38,103.19,16.00,0.000,""
"LIAN","AMARETTO CONTI 750 ML","LICOR","ML","",750.00,0.00,10.00,0.00,144.83,137.77,16.00,0.000,""
"LIAP","PERNOD 700 ML.","LICOR","ML","",700.00,0.00,10.00,0.00,163.63,0.00,0.00,0.000,""
"LIAR","AMARULA","LICOR","ML","",750.00,0.00,10.00,0.00,189.98,94.99,16.00,0.000,""
"LIAS","DEL MONO SECO  750 ML","LICOR","ML","",750.00,0.00,10.00,0.00,186.20,93.10,16.00,0.000,""
"LIAU","COINTREAU 750 ML","LICOR","ML","",700.00,0.00,10.00,0.00,369.83,184.92,16.00,0.000,""
"LIAZ","LICOR AZUL CURACAO 7","LICOR","ML","",750.00,0.00,10.00,0.00,95.97,94.11,0.00,0.000,""
"LIBA","BAILEYS","LICOR","ML","",750.00,0.00,10.00,0.00,206.90,206.91,16.00,0.000,""
"LIBD","VERM.CINZANO BCO EXSE","LICOR","ML","",750.00,0.00,10.00,0.00,123.23,61.62,16.00,0.000,""
"LIBE","BENEDICTINE","LICOR","ML","",750.00,0.00,10.00,0.00,302.61,0.00,0.00,0.000,""
"LIBL","BAILEYS CARAMELO 750 ML.","LICOR","ML","",750.00,0.00,10.00,0.00,284.18,142.09,16.00,0.000,""
"LICA","CAROLANS","LICOR","ML","",750.00,0.00,10.00,0.00,1.00,0.00,16.00,0.000,""
"LICB","CACAO BLANCO","LICOR","ML","",750.00,0.00,10.00,0.00,95.97,47.99,16.00,0.000,""
"LICC","CHBACANO LICOR","LICOR","ML","",750.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"LICE","LICOR FRESA FLAMINGO","LICOR","ML","",750.00,0.00,10.00,0.00,43.00,0.00,0.00,0.000,""
"LICH","CHAMBOARD","LICOR","ML","",750.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"LICI","LICOR CIRUELA JAPONESA","LICOR","ML","",750.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"LICL","CINZANO BCO DULCE","LICOR","ML","",750.00,0.00,10.00,0.00,123.23,117.70,0.00,0.000,""
"LICM","CAMPARI BITTER","LICOR","ML","",750.00,0.00,10.00,0.00,211.91,185.43,16.00,0.000,""
"LICN","CONTROY","LICOR","ML","",1000.00,0.00,10.00,0.00,113.79,113.79,16.00,0.000,""
"LICO","CACAO OBSCUR0","LICOR","ML","",750.00,0.00,10.00,0.00,66.09,66.23,0.00,0.000,""
"LICR","CHARTREUSE AMARILLO","LICOR","ML","",700.00,0.00,10.00,0.00,560.68,280.34,16.00,0.000,""
"LICS","CASIS SISCA","LICOR","ML","",750.00,0.00,10.00,0.00,358.71,179.36,16.00,0.000,""
"LICU","CURACAO","LICOR","ML","",750.00,0.00,10.00,0.00,102.59,51.30,16.00,0.000,""
"LICV","CHARTREUSE VERDE","LICOR","ML","",700.00,0.00,10.00,0.00,629.31,561.81,16.00,0.000,""
"LIDC","CHINCHON DULCE","LICOR","ML","",1000.00,0.00,10.00,0.00,184.48,183.89,16.00,0.000,""
"LIDD","DULCE DOMECQ","LICOR","ML","",750.00,0.00,10.00,0.00,155.00,139.18,0.00,0.000,""
"LIDP","KALHUA LICOR DE CAFE","LICOR","ML","",1000.00,0.00,10.00,0.00,118.97,110.66,16.00,0.000,""
"LIDR","DRAMBUIE","LICOR","ML","",750.00,0.00,10.00,0.00,399.57,199.79,16.00,0.000,""
"LIDS","CHINCHON SEMIDULCE","LICOR","ML","",1000.00,0.00,10.00,0.00,184.48,199.24,16.00,0.000,""
"LIDU","DUBONET","LICOR","ML","",750.00,0.00,10.00,0.00,234.61,117.31,16.00,0.000,""
"LIDZ","LICOR DE DURAZNO/MELOCOTO","LICOR","ML","",750.00,0.00,10.00,0.00,89.66,44.83,16.00,0.000,""
"LIFD","LICOR DE FRUTAS DEKUYPER","LICOR","ML","",750.00,0.00,10.00,0.00,86.09,88.70,0.00,0.000,""
"LIFE","FERNET","LICOR","ML","",750.00,0.00,10.00,0.00,124.14,116.06,16.00,0.000,""
"LIFF","FRESA LICOR","LICOR","ML","",750.00,0.00,10.00,0.00,1.00,0.00,16.00,0.000,""
"LIFR","FRANGELICO","LICOR","ML","",700.00,0.00,10.00,0.00,254.31,251.73,16.00,0.000,""
"LIGA","GALLIANO","LICOR","ML","",500.00,0.00,10.00,0.00,192.45,96.23,16.00,0.000,""
"LIGR","GRAND MARNIER IMP.","LICOR","ML","",700.00,0.00,10.00,0.00,486.21,243.11,16.00,0.000,""
"LIHA","HPNOTIC HARMONIE","LICOR","ML","",750.00,0.00,10.00,0.00,341.30,256.23,0.00,0.000,""
"LIHP","HPNOTIQ","LICOR","ML","",750.00,0.00,10.00,0.00,421.41,421.38,16.00,0.000,""
"LIHU","HURACAN","LICOR","ML","",750.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"LIII","AMOR LICOR","LICOR","ML","",750.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"LIJA","JAGERMEISTER","LICOR","ML","",750.00,0.00,10.00,0.00,254.31,254.31,16.00,0.000,""
"LILI","LICOR LIMONCELLO","LICOR","ML","",750.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"LIMB","MENTA BLANCA","LICOR","ML","",750.00,0.00,10.00,0.00,50.00,0.00,0.00,0.000,""
"LIMD","MARTINI BCO DULCE","LICOR","ML","",750.00,0.00,10.00,0.00,141.38,108.18,16.00,0.000,""
"LIME","LICOR DE MELON","LICOR","ML","",750.00,0.00,10.00,0.00,267.24,197.35,16.00,0.000,""
"LIMM","MELON MIDORI","LICOR","ML","",750.00,0.00,10.00,0.00,30.00,36.58,0.00,0.000,""
"LIMN","MANDARINE NAPOLEON","LICOR","ML","",750.00,0.00,10.00,0.00,423.37,211.69,16.00,0.000,""
"LIMR","MARTINI ROJO","LICOR","ML","",750.00,0.00,10.00,0.00,155.09,77.55,16.00,0.000,""
"LIMS","MARTINI BCO SECO","LICOR","ML","",750.00,0.00,10.00,0.00,155.09,116.32,16.00,0.000,""
"LIMV","MENTA VERDE","LICOR","ML","",750.00,0.00,10.00,0.00,70.00,70.05,16.00,0.000,""
"LIMZ","LICOR DE MANZANA DEKUYPER","LICOR","ML","",750.00,0.00,10.00,0.00,113.79,56.90,16.00,0.000,""
"LINU","NUVO","LICOR","ML","",750.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"LIOR","LICOR ORUJO","LICOR","ML","",750.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"LIPA","LICOR PASSOA","LICOR","ML","",750.00,0.00,10.00,0.00,40.00,0.00,0.00,0.000,""
"LIPL","LICOR DE PLATANO 750","LICOR","ML","",750.00,0.00,10.00,0.00,95.97,95.92,0.00,0.000,""
"LIPX","PACHARA BASARANA","LICOR","ML","",750.00,0.00,10.00,0.00,240.78,120.39,16.00,0.000,""
"LIRB","ROMANA SAMBUCA BIANCO","LICOR","ML","",700.00,0.00,10.00,0.00,1.00,0.00,16.00,0.000,""
"LIRD","LICOR CINZANO ROJO D","LICOR","ML","",750.00,0.00,10.00,0.00,102.61,107.31,0.00,0.000,""
"LIRI","RICHARDS LICOR","LICOR","ML","",750.00,0.00,10.00,0.00,100.00,0.00,0.00,0.000,""
"LIRN","ROMANA SAMBUCA NERO","LICOR","ML","",700.00,0.00,10.00,0.00,1.00,0.00,16.00,0.000,""
"LIRO","ROMPOPE","LICOR","ML","",900.00,0.00,10.00,0.00,93.30,90.66,0.00,0.000,""
"LISA","LICOR DE SANDIA DEKUYPER","LICOR","ML","",750.00,0.00,10.00,0.00,104.69,104.65,0.00,0.000,""
"LISC","CHINCHON SECO","LICOR","ML","",1000.00,0.00,10.00,0.00,184.48,131.68,16.00,0.000,""
"LISD","SECO DOMECQ","LICOR","ML","",750.00,0.00,10.00,0.00,60.00,59.03,0.00,0.000,""
"LISG","SAMBUCA BCO","LICOR","ML","",700.00,0.00,10.00,0.00,211.04,156.45,16.00,0.000,""
"LISN","SAMBUCA NEGRO","LICOR","ML","",700.00,0.00,10.00,0.00,228.45,228.45,16.00,0.000,""
"LISO","CITRIC SOUTH COMFOR","LICOR","ML","",750.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"LIST","STREGA","LICOR","ML","",750.00,0.00,10.00,0.00,534.78,466.36,16.00,0.000,""
"LIVR","VERMOUNT","LICOR","ML","",750.00,0.00,10.00,0.00,113.79,113.92,16.00,0.000,""
"ME4C","400 CONEJOS ESPADIN BCO","MEZCA","ML","",750.00,0.00,10.00,0.00,354.61,354.61,16.00,0.000,""
"ME4R","400 CONEJOS REPOSADO","MEZCA","ML","",750.00,0.00,10.00,0.00,442.24,442.24,16.00,0.000,""
