codingre,descrip,familia,unidad,empaque,equivale,inventa1,stockmax,stockmin,ultcosto,costoprome,impuesto,pedido,status
"ME7D","SIETE MISTERIOS DOBA","MEZCA","ML","",750.00,0.00,10.00,0.00,1.00,0.00,16.00,0.000,""
"ME7E","SIETE MISTERIOS ESPADIN","MEZCA","ML","",750.00,0.00,10.00,0.00,1.00,0.00,16.00,0.000,""
"MEAA","ALIPUS SN ANDRES","MEZCA","ML","",750.00,0.00,10.00,0.00,499.57,250.29,16.00,0.000,""
"MEAJ","ALIPUS SN JUAN DEL RIO","MEZCA","ML","",750.00,0.00,10.00,0.00,418.10,313.83,16.00,0.000,""
"MEAL","ALACRAN","MEZCA","ML","",750.00,0.00,10.00,0.00,1.00,0.00,16.00,0.000,""
"MEAR","ALIPUS STANA RIO JOVEN","MEZCA","ML","",750.00,0.00,10.00,0.00,498.75,407.04,16.00,0.000,""
"MEAS","ALIPUS SAN BALTAZAR","MEZCA","ML","",750.00,0.00,10.00,0.00,499.57,250.29,16.00,0.000,""
"MEBE","BRUXO ESPADIN JOVEN","MEZCA","ML","",750.00,0.00,10.00,0.00,326.72,305.06,16.00,0.000,""
"MEBM","BRUXO ENSAMBLE","MEZCA","ML","",750.00,0.00,10.00,0.00,634.48,557.01,16.00,0.000,""
"MEBP","BRUXO PECHUGA","MEZCA","ML","",750.00,0.00,10.00,0.00,404.31,403.93,16.00,0.000,""
"MEC%","CONVITE ENS.5 GAVES","MEZCA","ML","",700.00,0.00,10.00,0.00,950.00,0.00,16.00,0.000,""
"MECE","CONVITE ENS.ESAPDIN","MEZCA","ML","",700.00,0.00,10.00,0.00,492.20,516.60,16.00,0.000,""
"MECR","CREYENTE MEZCAL","MEZCA","ML","",700.00,0.00,10.00,0.00,498.28,249.64,16.00,0.000,""
"MECT","CONVITE TOBALA","MEZCA","ML","",700.00,0.00,10.00,0.00,875.00,875.00,0.00,0.000,""
"MEDA","DANZANTES A벤JO","MEZCA","ML","",750.00,0.00,10.00,0.00,1040.69,933.18,16.00,0.000,""
"MEDB","DANZANTES JOVEN","MEZCA","ML","",750.00,0.00,10.00,0.00,593.97,589.49,16.00,0.000,""
"MEDR","DANZANTES REPOSADO","MEZCA","ML","",750.00,0.00,10.00,0.00,775.86,743.69,16.00,0.000,""
"MEEJ","ESPIRITU LAU.JOVEN","MEZCA","ML","",750.00,0.00,10.00,0.00,427.59,214.30,16.00,0.000,""
"MEEM","VONVITE ENS.EPADIN MADRE","MEZCA","ML","",750.00,0.00,10.00,0.00,541.00,0.00,16.00,0.000,""
"MEEP","ESPIRITU LAU.REP","MEZCA","ML","",750.00,0.00,10.00,0.00,541.38,271.19,16.00,0.000,""
"MEER","AMORES ESPADIN REP","MEZCA","ML","",750.00,0.00,10.00,0.00,473.28,473.29,16.00,0.000,""
"MEGA","GARRAFAS MEZCAL","MEZCA","ML","",750.00,0.00,10.00,0.00,1.00,0.00,16.00,0.000,""
"MEI5","IBA 55 MEZCAL","MEZCA","ML","",750.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"MEIB","IBA MEZCAL","MEZCA","ML","",750.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"MEJB","JARAL DE BERRIO BCO","MEZCA","ML","",750.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"MEMM","MEXCALITO MARACUYA","MEZCA","ML","",750.00,0.00,10.00,0.00,297.42,149.21,16.00,0.000,""
"MEOX","OAXACA MEZCAL","MEZCA","ML","",750.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"MEPD","PAL DOLOR","MEZCA","ML","",750.00,0.00,10.00,0.00,1.00,0.00,16.00,0.000,""
"MEPM","PELOTON DE LA MUERTE","MEZCA","ML","",700.00,0.00,10.00,0.00,276.81,207.86,16.00,0.000,""
"METO","TOBALA MEZCAL","MEZCA","ML","",750.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"MEUN","UNION JOVEN","MEZCA","ML","",700.00,0.00,10.00,0.00,302.20,298.72,16.00,0.000,""
"MEUV","UNION VIEJO","MEZCA","ML","",750.00,0.00,10.00,0.00,510.34,445.26,16.00,0.000,""
"MEZS","ZIGNUM SILVER","MEZCA","ML","",750.00,0.00,10.00,0.00,214.66,214.66,16.00,0.000,""
"MXC!","MEXCALITO MINI COCO","MEZCA","ML","",124.00,0.00,10.00,0.00,60.35,0.00,0.00,0.000,""
"MXME","MEXCALITO ESPADIN","MEZCA","ML","",750.00,0.00,10.00,0.00,297.42,0.00,0.00,0.000,""
"MXMG","MEXCALITO GUAYABA","MEZCA","ML","",750.00,0.00,10.00,0.00,297.42,0.00,0.00,0.000,""
"MZM3","MEXCALITO MINI TAMARINDO","MEZCA","ML","",124.00,0.00,10.00,0.00,60.35,0.00,0.00,0.000,""
"MZM4","MEXCALITO MINI GUAYABA","MEZCA","ML","",124.00,0.00,10.00,0.00,60.35,0.00,0.00,0.000,""
"MZM5","MEXCALITO MINI ESPADIN","MEZCA","ML","",124.00,0.00,10.00,0.00,60.35,0.00,0.00,0.000,""
"MZM@","MEXCALITO MINI MARACUTYA","MEZCA","ML","",124.00,0.00,10.00,0.00,60.35,0.00,0.00,0.000,""
"MZMC","MEXCALITO COCO","MEZCA","ML","",750.00,0.00,10.00,0.00,297.42,0.00,0.00,0.000,""
"MZMT","MEXCALITO TAMARINDO","MEZCA","ML","",750.00,0.00,10.00,0.00,297.42,297.42,16.00,0.000,""
"0237","tlayudas","PAN Y","","",1000.00,0.00,10.00,0.00,8.93,8.93,0.00,0.000,""
"0238","pan hamburguesa gde","PAN Y","","",1000.00,0.00,10.00,0.00,5.00,5.00,0.00,0.000,""
"0239","telera para torta","PAN Y","","",1000.00,0.00,10.00,0.00,3.30,3.30,0.00,0.000,""
"0240","tortilla chalupera","PAN Y","","",1000.00,0.00,10.00,0.00,17.00,17.00,0.00,0.000,""
"0241","masa azul","PAN Y","","",1000.00,0.00,10.00,0.00,16.80,16.80,0.00,0.000,""
"0242","tortilla de maiz","PAN Y","","",1000.00,0.00,10.00,0.00,14.00,14.00,0.00,0.000,""
"0243","tortilla de harina","PAN Y","","",1000.00,0.00,10.00,0.00,32.59,32.59,0.00,0.000,""
"0244","camaron aguachile","PESCA","","",1000.00,0.00,10.00,0.00,264.00,264.00,0.00,0.000,""
"0245","camaron 31/35","PESCA","","",1000.00,0.00,10.00,0.00,288.00,288.00,0.00,0.000,""
"0246","salmon fresco","PESCA","","",1000.00,0.00,10.00,0.00,320.00,320.00,0.00,0.000,""
"0247","filete tilapia","PESCA","","",1000.00,0.00,10.00,0.00,80.01,80.01,0.00,0.000,""
"0248","atun fresco","PESCA","","",1000.00,0.00,10.00,0.00,230.00,230.00,0.00,0.000,""
"0249","atun stake","PESCA","","",1000.00,0.00,10.00,0.00,229.69,229.69,0.00,0.000,""
"0250","pulpo","PESCA","","",1000.00,0.00,10.00,0.00,230.00,230.00,0.00,0.000,""
"AGCO","AGUA CORRIENTE","REFRE","ML","",19000.0,0.00,10.00,0.00,30.59,25.94,0.00,0.000,""
"BOOS","BOOST","REFRE","ML","",1.00,0.00,10.00,0.00,13.26,13.26,0.00,0.000,""
"RBPR","RED BUL PROMO","REFRE","PZ","",1.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"REDI","COCA LIGTH","REFRE","ML","",355.00,0.00,10.00,0.00,6.90,3.45,16.00,0.000,""
"RESF","RED BULL SUGAR FREE","REFRE","ML","",355.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"ROF8","FLOR DE CANA 18","REFRE","ML","",700.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"SCDR","SODA CAN DRY","REFRE","ML","",1000.00,0.00,10.00,0.00,4.57,3.67,0.00,0.000,""
"SOAE","GARRAFON DE AGUA","REFRE","ML","",19000.0,0.00,10.00,0.00,27.00,26.16,0.00,0.000,""
"SODC","PEPSI LIGHT","REFRE","ML","",355.00,0.00,10.00,0.00,4.57,4.56,0.00,0.000,""
"SOGL","SEAGRAM'S LATA/GINGER","REFRE","ML","",355.00,0.00,10.00,0.00,4.74,4.74,16.00,0.000,""
"SOSL","SODA SQUIRT LIGHT","REFRE","ML","",355.00,0.00,10.00,0.00,4.57,4.56,0.00,0.000,""
"SOSP","SPRITE","REFRE","ML","",355.00,0.00,10.00,0.00,14.13,10.55,0.00,0.000,""
"SOSQ","SODA SQUIRT TORONJA","REFRE","ML","",355.00,0.00,10.00,0.00,3.42,3.47,0.00,0.000,""
"SPEE","SPEED","REFRE","ML","",1.00,0.00,10.00,0.00,1.00,0.00,0.00,0.000,""
"RO10","BACARDI 101  700 ML","RONNN","ML","",700.00,0.00,0.00,0.00,99.13,100.09,0.00,0.000,""
"ROA1","APPLETON STATE 12","RONNN","ML","",750.00,0.00,2.00,0.00,387.93,387.88,16.00,0.000,""
"ROAB","APPLETON BCO 750 ML","RONNN","ML","",750.00,0.00,0.00,0.00,86.21,86.19,16.00,0.000,""
"ROAO","APPLETON ESPECIAL","RONNN","ML","",750.00,0.00,2.00,0.00,94.83,94.83,16.00,0.000,""
"ROAP","APPLETON STATE V/X 750 ML","RONNN","ML","",750.00,0.00,4.00,0.00,165.52,165.52,16.00,0.000,""
"ROB2","BOTRAN 12","RONNN","ML","",750.00,0.00,2.00,0.00,288.79,288.80,16.00,0.000,""
"ROB8","BACARDI 8","RONNN","ML","",750.00,0.00,2.00,0.00,284.48,284.48,16.00,0.000,""
"ROBA","BACARDI A벤JO LTO.","RONNN","ML","",946.00,0.00,3.00,0.00,88.70,87.99,0.00,0.000,""
"ROBB","BACARDI BLANCO 750","RONNN","ML","",946.00,0.00,12.00,0.00,105.00,104.11,16.00,0.000,""
"ROBG","BOTRAN RESERVA 15","RONNN","ML","",750.00,0.00,0.00,0.00,383.62,383.62,16.00,0.000,""
"ROBM","BACARDI GRAN RESERVA","RONNN","ML","",3000.00,0.00,2.00,0.00,557.18,557.13,0.00,0.000,""
"ROBV","BOTRAN SOLERA G.RES","RONNN","ML","",750.00,0.00,0.00,0.00,530.17,513.20,16.00,0.000,""
"ROCB","CAPT.MORGAN BLACK","RONNN","mL","",750.00,0.00,0.00,0.00,172.79,173.44,0.00,0.000,""
"ROCM","CAPT.MORGAN","RONNN","ML","",750.00,0.00,0.00,0.00,111.21,111.22,16.00,0.000,""
"ROCW","CAPT.MORGAN WHITE","RONNN","ML","",750.00,0.00,3.00,0.00,112.07,111.60,16.00,0.000,""
"ROF1","FLOR CA베 12 A벮S","RONNN","NM","",750.00,0.00,0.00,0.00,425.00,425.00,16.00,0.000,""
"ROF5","FLOR CA베 5 A벮S","RONNN","ML","",750.00,0.00,0.00,0.00,1.00,0.00,0.00,0.000,""
"ROF7","FLOR CA베 7 A벮S","RONNN","ML","",750.00,0.00,3.00,0.00,225.86,225.86,16.00,0.000,""
"ROH3","HAVANA 3 A벮S A벤JO ESP.","RONNN","ML","",750.00,0.00,0.00,0.00,106.88,93.52,16.00,0.000,""
"ROH7","HAVANA 7 A벮S","RONNN","ML","",750.00,0.00,8.00,0.00,255.17,255.17,16.00,0.000,""
"ROHB","HAVANA BARREL PROFF","RONNN","ML","",750.00,0.00,0.00,0.00,1.00,0.00,0.00,0.000,""
"ROHC","HAVANA BLANCO","RONNN","ML","",750.00,0.00,6.00,0.00,112.93,112.93,16.00,0.000,""
"ROHG","HAVANA GRAN RESERVA","RONNN","ML","",750.00,0.00,0.00,0.00,1.00,0.00,0.00,0.000,""
"ROHM","HAVANA SELC.MAESTROS","RONNN","ML","",750.00,0.00,0.00,0.00,650.86,325.43,16.00,0.000,""
"ROHR","HAVANA RESERVA","RONNN","ML","",750.00,0.00,0.00,0.00,1.00,0.00,0.00,0.000,""
"ROHS","HAVANA SILVER","RONNN","ML","",750.00,0.00,0.00,0.00,1.00,0.00,0.00,0.000,""
"ROKG","KRAKEN GHOST","RONNN","ML","",750.00,0.00,0.00,0.00,117.33,58.67,16.00,0.000,""
"ROKR","KRAKEN","RONNN","ML","",750.00,0.00,2.00,0.00,126.72,126.72,16.00,0.000,""
"ROM1","MATUSALEM G.RES. 18 A벮S","RONNN","ML","",750.00,0.00,0.00,0.00,418.49,313.87,16.00,0.000,""
"ROM3","MATUSALEM 23","RONNN","ML","",750.00,0.00,0.00,0.00,863.19,647.65,16.00,0.000,""
"ROMA","MALIBU COCO WHITE","RONNN","ML","",750.00,0.00,0.00,0.00,136.21,136.21,16.00,0.000,""
"ROMB","MALIBU BLACK","RONNN","ML","",750.00,0.00,0.00,0.00,141.68,124.10,0.00,0.000,""
"ROMC","MATUSALEM CLASICO","RONNN","ML","",750.00,0.00,8.00,0.00,133.21,133.22,16.00,0.000,""
"ROMG","MATUSALEM GRAN RESERVA","RONNN","ML","",750.00,0.00,6.00,0.00,233.97,233.98,16.00,0.000,""
"ROMP","MATUSALEM PLATINO","RONNN","ML","",750.00,0.00,6.00,0.00,105.73,105.74,16.00,0.000,""
"ROPL","RON BACARDI BIG APPLE 750","RONNN","ML","",750.00,0.00,0.00,0.00,94.78,94.35,0.00,0.000,""
"ROZ2","ZACAPA 23 A벮S","RONNN","ML","",750.00,0.00,4.00,0.00,646.55,646.55,16.00,0.000,""
"ROZA","ZACAPA 15","RONNN","ML","",750.00,0.00,0.00,0.00,1.00,0.00,0.00,0.000,""
"ROZM","ZACAPA AMBER","RONNN","ML","",750.00,0.00,4.00,0.00,523.32,523.33,16.00,0.000,""
"ROZX","ZACAPA XO","RONNN","ML","",750.00,0.00,0.00,0.00,1612.07,1410.57,16.00,0.000,""
"SRR1","SR ACEITE DE AJO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR2","SR ADEREZO CESAR","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR3","SR ADEREZO DULCE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR4","SR ADEREZO MARACUYA","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR5","SR ADEREZO YOGURTH","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR6","SR ADOBO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR7","SR AD MAYO CHIPOTLE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR8","SR AGUACHILE MANGO HABANE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR9","SR AGUACHILE NEGRO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR0","SR AGUACHILE VERDE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRA","SR AJILLO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRB","SR AJO FRITO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRC","SR ALIOLI","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRD","SR ARROZ CON LECHE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRE","SR ARROZ ROJO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRF","SR BASE CALDO QUESO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRG","SR CALDILLO FRIJOL NEGRO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRH","SR CALDO DE POLLO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRI","SR CARNE HAMBURGUESA","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRJ","SR CARNITAS PULQUE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRK","SR CEBOLLAS CAJUN LIMON","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRL","SR CEBOLLAS ENCURTIDAS","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRM","SR CHICHARRON PRENSADO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRN","SR CHILE/CEBOLLA TOREADOS","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRO","SR CHILES EN VINAGRE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRP","SR CHIMICHURRI","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRQ","SR CHOCOLATE CALIENTE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRR","SR PIE QUESO GUAYABA","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRS","SR CREMA DE CHIPOTLE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRT","SR CREMA MASCARPONE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRU","SR CREME BRULEE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRV","SR CREMOSO AGUACATE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRW","SR ENSALADA DE NOPAL","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRX","SR FIDEO SECO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRY","SR FLAN","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRZ","SR FRIJOLES DE LA OLLA","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRa","SR FRIJOLES MANEADOS","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRb","SR FRIJOLES REFRITOS","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRc","SR GALLETA BASE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRd","SR GANACHE DE CHOCOLATE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRe","SR GUACAMOLE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRf","SR HUITLACOCHE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRg","SR JARABE 3 LECHES","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRh","SR JUGO DE CARNE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRi","SR JUGO DE LIMON","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRj","SR JUGO DE NARANJA","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRk","SR LECHON FIDEO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRl","SR LECHUGAS MIXTAS","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRm","SR MAYONESA HABANERO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRn","SR MOLE POBLANO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRo","SR MOLTEN ABUELITA","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRp","SR MOUSSE DE ROMPOPE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRq","SR MO벮S DE COCO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRr","SR PAN HAMBURGUESA","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRs","SR PICO DE AGUACATE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRt","SR PICO DE MANGO Y FRAMBU","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRu","SR PIERNA AL HORNO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRv","SR PIPIAN ROJO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRw","SR PIPIAN VERDE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRx","SR PULPO COCIDO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRy","SR RAJAS POBLANAS","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRRz","SR SALSA CERVEZA","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR!","SR SALSA DULCE DE LECHE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR""","SR SALSA FRUTOS ROJOS","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR#","SR SALSA DE ROMPOPE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR$","SR SALSA MACHA","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR%","SR SALSA MORITA","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR&","SR SALSA NEGRA","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR(","SR SALSA ORIENTAL","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR)","SR SALSA PONZU","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR;","SR SALSA ROJA","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR.","SR SALSA TAQUERA","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR:","SR SALSA VENENO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR[","SR SALSA VERDE","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR{","SR SALSA VERDE HABANERO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR]","SR SALSA VERDE CON AGUACA","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR}","SR SALSA VILLAMELON","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR<","SR SHORT RIB","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR>","SR SOLETA","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR-","SR SOPA DE TORTILLA","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR_","SR SPAGUETTI BLANCO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR|","SR SPAGUETTI COCIDO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR","SR SUADERO","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"SRR","SR TARTARA JALAPE벮","SUBRE","","",1000.00,0.00,10.00,0.00,0.00,0.00,0.00,0.000,""
"PULQ","PULQUE","TEQUI","ML","",1000.00,0.00,10.00,0.00,35.00,36.14,0.00,0.000,""
"TE10","100 A벮S REP.VERDE 750 ML","TEQUI","ML","",750.00,0.00,10.00,0.00,120.00,120.01,0.00,0.000,""
"TE18","1800 A벤JO","TEQUI","ML","",700.00,0.00,10.00,0.00,420.13,420.13,16.00,0.000,""
"TE1B","1800 BLANCO","TEQUI","ML","",700.00,0.00,10.00,0.00,268.62,274.00,16.00,0.000,""
"TE1C","1800 CRISTALINO","TEQUI","ML","",700.00,0.00,10.00,0.00,487.28,487.28,16.00,0.000,""
"TE1R","1800 REPOSADO","TEQUI","ML","",700.00,0.00,10.00,0.00,308.75,308.75,16.00,0.000,""
"TE3A","3 GEN.A벤JO","TEQUI","ML","",750.00,0.00,10.00,0.00,448.19,434.12,16.00,0.000,""
"TE3G","3 GEN.REPOSADO","TEQUI","ML","",750.00,0.00,10.00,0.00,510.00,0.00,16.00,0.000,""
"TEAC","CENTENARIO AZUL","TEQUI","ML","",750.00,0.00,10.00,0.00,159.70,159.70,16.00,0.000,""
"TEAN","HERRAD.ANT.REP","TEQUI","ML","",750.00,0.00,10.00,0.00,185.34,185.34,16.00,0.000,""
"TEAP","ALTOS PLATA","TEQUI","ML","",750.00,0.00,10.00,0.00,1.00,0.00,16.00,0.000,""
"TEAR","ALTOS REPOSADO","TEQUI","ML","",750.00,0.00,10.00,0.00,290.73,145.87,16.00,0.000,""
"TEAZ","LOS AZULEJOS","TEQUI","ML","",750.00,0.00,10.00,0.00,276.52,276.53,0.00,0.000,""
"TEBL","CAZADORES BCO. LT.","TEQUI","ML","",950.00,0.00,10.00,0.00,173.04,173.46,0.00,0.000,""
"TEC3","CUERVO TRAD 3LTS","TEQUI","ML","",3000.00,0.00,10.00,0.00,763.47,739.65,0.00,0.000,""
"TECA","CAZADORES REP. 750","TEQUI","ML","",750.00,0.00,10.00,0.00,427.01,364.57,0.00,0.000,""
"TECE","CENTENARIO REP. 750 ML.","TEQUI","ML","",750.00,0.00,10.00,0.00,147.64,147.65,16.00,0.000,""
"TECJ","CORRALEJO REP. LTO.","TEQUI","ML","",999.99,0.00,10.00,0.00,152.17,148.76,0.00,0.000,""
